500  0.13634025  0.1333625  0.324448  0.383839
550  0.18087375  0.18021125  0.408736  0.52172675
600  0.22661975  0.22787675  0.47757275  0.65816525
650  0.2994675  0.299931  0.61284525  0.8670115
700  0.372579  0.371737  0.73247975  1.08034975
750  0.46328275  0.46476175  0.84175  1.3479845
800  0.55222125  0.55610225  1.00021125  1.6318645
850  0.684719  0.6902595  1.16852625  1.968327
900  0.810243  0.80962325  1.38846725  2.31028525
950  0.99656325  0.9871695  1.59615275  2.79285425
1000  1.13041775  1.12800925  1.7733035  3.18658325
1050  1.4165185  1.38280875  2.109203  3.9283035
1100  1.62767225  1.598452  2.410917  4.54980025
1150  1.981215  1.939545  2.6920825  5.5731635
1200  2.10428675  2.0925235  3.01132675  5.8611145
1250  2.8596665  2.660413  3.47266775  7.65590475
1300  3.40283625  3.318959  3.92399425  9.25484425
1350  3.9732455  3.85801375  4.5444675  10.86976775
1400  4.04735075  4.0961155  4.792199  11.318091
1450  5.28992475  5.35111725  5.672526  15.08170575
1500  6.01086575  6.052858  6.3431215  17.62584675
1550  6.99078425  7.1383985  7.006384  20.47806325
1600  6.9660775  7.2068725  7.19680075  20.2908805
1650  8.71462675  8.9409205  8.30988675  25.28339725
1700  9.5571515  9.775854  9.339693  27.8090795
1750  10.70686225  11.1228605  10.17501025  31.323371
1800  10.28390625  10.609296  9.90609725  29.4862755
1850  13.1599375  13.574085  12.19818175  38.276813
1900  14.20879775  14.61859325  13.1865315  41.36449225
1950  15.498852  16.0587645  14.32442875  45.17946725
