500  0.3806175  0.38151975  0.45835675  0.383839
550  0.51787025  0.51608975  0.607705  0.52172675
600  0.6524505  0.65373325  0.76408575  0.65816525
650  0.85863475  0.86290025  0.973769  0.8670115
700  1.073595  1.0700335  1.2051605  1.08034975
750  1.3434195  1.353391  1.49626825  1.3479845
800  1.6282325  1.636375  1.77930925  1.6318645
850  1.9548405  1.97589375  2.1459315  1.968327
900  2.335425  2.34348075  2.52785725  2.31028525
950  2.82507125  2.7868895  3.03579825  2.79285425
1000  3.23680825  3.233835  3.51126825  3.18658325
1050  3.93163775  3.927607  4.24708125  3.9283035
1100  4.59829125  4.5543255  4.9226775  4.54980025
1150  5.52320475  5.4581385  5.779868  5.5731635
1200  5.938463  5.9008155  6.296741  5.8611145
1250  7.59733625  7.6991175  8.35430175  7.65590475
1300  9.40373175  9.3386655  9.71756025  9.25484425
1350  10.968866  11.06686225  11.74992175  10.86976775
1400  11.60332375  11.51680275  12.26983225  11.318091
1450  15.2702475  15.493127  16.26732725  15.08170575
1500  17.65998425  17.752175  18.590741  17.62584675
1550  20.416379  20.37920125  21.32598325  20.47806325
1600  20.5322545  20.71965025  21.48745725  20.2908805
1650  25.5390855  25.61220125  26.75202075  25.28339725
1700  28.05901425  28.3555095  29.179743  27.8090795
1750  31.43246325  31.652824  32.99088625  31.323371
1800  30.085898  30.009158  31.62508875  29.4862755
1850  38.4903175  38.572369  40.2430035  38.276813
1900  41.91120275  42.02398425  43.430567  41.36449225
1950  45.86276675  45.947707  47.19414975  45.17946725
