500	3.53517780008657	3.63145172353439	1.19256045889339
550	3.73207113247565	3.6784451487131	1.31375621339323
600	3.72447634164905	3.67341212256516	1.37438091384868
650	3.73092311151418	3.6809014904906	1.46453593872003
700	3.75281717539088	3.67112524338817	1.36389542561223
750	3.52361969825392	3.42242271214885	1.62514972225655
800	3.71699624909815	3.66113412597187	1.75709862992532
850	3.68696188056266	3.64225928744411	1.76667674917268
900	3.67511427637424	3.66612871680312	1.76501514879781
950	3.75659573867095	3.494032280513	1.81524646116523
1000	3.6551507287313	3.64272843691709	1.88096583434209
1050	3.6327527281109	3.64895331758094	2.0457181110961
1100	3.54538131470848	3.63123924672022	1.98522025894954
1150	3.57726912110751	3.65268075503998	2.28064280894274
1200	3.63614308976479	3.45996523278083	2.14399335561602
1250	3.4418143613469	3.57960602102273	2.40020621150434
1300	3.44513108330164	3.47454505641913	2.52147389236163
1350	3.51019459633232	3.52219989251714	2.60134706947325
1400	3.56486366584916	3.37453504734165	2.61225889220849
1450	3.68887193455292	3.58014678247258	2.95425410264079
1500	3.81886777797422	3.55097123967315	3.07424440664832
1550	3.79819323002619	3.66632322967024	3.38067746070932
1600	3.76026497135308	3.5375988025338	3.20196024368401
1650	3.74240791442524	3.49814291625602	3.49827238935078
1700	3.80166809347861	3.6133398893607	3.37217285073934
1750	3.78138601191666	3.59271846269303	3.56920411439823
1800	3.712410658835	3.54019459842621	3.37855539690279
1850	3.82494321439997	3.61299207222961	3.64505745169319
1900	3.77867484407579	3.58304970603733	3.6088680000739
1950	3.77653453773717	3.54594969852499	3.72340020828788
