500	1.9194901216062	1.93517958335854	1.04377821286779
550	1.94844103765878	1.9344438110334	1.11146398099722
600	1.95412594118905	1.94267521563668	1.15209225977009
650	1.94691198480216	1.93758792498707	1.19432119513186
700	1.96702073715728	1.95889688160262	1.23349492975066
750	1.947879182416	1.94757453386984	1.29062802270019
800	1.9688029811986	1.96366792364283	1.33109928810456
850	1.93917012282572	1.93187209068083	1.32557895211805
900	1.93542246584684	1.92013175796694	1.33699500309178
950	1.92891727738422	1.93108091032434	1.38753648497254
1000	1.89345487215428	1.92799112536168	1.38519153092594
1050	1.8700167434018	1.9354950521941	1.45766439202502
1100	1.84184132710696	1.93172014175203	1.48321030025569
1150	1.84797295532956	1.97189626070725	1.5551138878925
1200	1.860411845745	1.91236554605192	1.50743818508605
1250	1.74296615277439	1.95045294903633	1.65221227307291
1300	1.78924266202416	1.90906828886226	1.77571843097719
1350	1.80673103969163	1.89724567539397	1.81845648975944
1400	1.86891132373563	1.9194939211356	1.78392869386356
1450	1.87281518224355	1.89383169168542	1.99234286429908
1500	1.95123678391182	1.97015685495581	2.08028158637072
1550	1.96561176297615	1.94955132635222	2.17204438591556
1600	1.94496454092417	1.88352613652735	1.99111792887582
1650	1.93666862573544	1.90552587981798	2.19300897106816
1700	1.94226267227348	1.90569763519834	2.17404659458159
1750	1.94638927100653	1.92112325531317	2.23316961192142
1800	1.92219977887673	1.88377348835274	2.16899750252415
1850	1.95815862615243	1.92191663981634	2.14987439206089
1900	1.94799061406902	1.91439376476172	2.23662403398413
1950	1.95019118239235	1.90675333422785	2.17391389965236
