600  0.17531275  0.175713  0.47403075  0.66130725
800  0.42145275  0.429872  0.9128235  1.60119675
1000  0.844234  0.84305625  1.65683475  3.24376125
1200  1.52972175  1.529357  2.6522955  5.82791275
1400  2.98948025  3.066371  4.1909285  11.192943
1600  5.3206525  5.58156475  6.01051775  20.08510925
1800  7.72147625  8.034128  8.61922525  29.13137975
