550 1.25987252598503	1.26670457996889	1.25733003677771	1.2615133304934
600 1.36060546349025	1.35272092729144	1.32583408011336	1.35923329833602
650 1.31601516130342	1.31995771975802	1.27442371487755	1.31731582607863
700 1.25035121161821	1.24004309884022	1.2376246317145	1.24606161509968
750 1.25132801475417	1.26481180262113	1.24155102162741	1.24772972826624
800 1.21200600408138	1.20909256822308	1.1891646100223	1.21059589335041
850 1.20059051763185	1.20748223970667	1.206047515349	1.20618286628577
900 1.19468826229045	1.18603581290745	1.17797667353315	1.17373040658387
950 1.20966044724194	1.18920946971721	1.20093737492495	1.20887853567
1000 1.14574393477687	1.16037431695803	1.1566210798099	1.14097728157493
1050 1.21466501761419	1.21453537363533	1.20955761497288	1.23276349362597
1100 1.16956127252568	1.15956751782956	1.15907306929906	1.15820996264673
1150 1.20114287019118	1.19845155995108	1.17413094804606	1.22492487444916
1200 1.07518429404595	1.0811040247513	1.08942643672831	1.05166742371725
1250 1.27934387231174	1.30475482583721	1.32676598100509	1.30621996038467
1300 1.23776695417423	1.21295271828232	1.16318042378587	1.20885049542969
1350 1.16643756878752	1.18505821308194	1.20914318488532	1.17449494085219
1400 1.05784169028959	1.04065655556524	1.04424799680049	1.04124497048247
1450 1.31602356609243	1.34526285952063	1.32579866770387	1.3325308791032
1500 1.15649626831523	1.14580968709545	1.14282701234771	1.16869053422555
1550 1.15608138212241	1.14798334570271	1.14712927526665	1.16182011227347
1600 1.00567561466213	1.01670570871859	1.00757170246769	0.990859352873617
1650 1.24385198420368	1.23613096461413	1.24500635132154	1.24604731913926
1700 1.09866949816978	1.10710942894844	1.09074911658776	1.0998948924872
1750 1.12022692493554	1.11628479114438	1.13060921235667	1.12637209009381
1800 0.95716004694605	0.948072058278276	0.958600763566938	0.941350645178005
1850 1.27934747036635	1.28535325782883	1.27250246847133	1.29812301997924
1900 1.08887651420386	1.08948413954041	1.07920789262163	1.08066709341763
1950 1.09428419469541	1.09336865173606	1.08665746293388	1.09222825647038
