1  0,990965497253773  0,982190570773572  0,92509277774552
1  0,990965497253773  0,982190570773572  0,92509277774552
1  2,73574027831907  2,81745179109328  2,39186829920117
1  3,51019459633232  3,52219989251714  2,60134706947325
