1000  6.62651225  7.1975065  32.804005  4.959116
1200  11.9340755  12.042999  48.93532225  8.7118075
1400  21.6438955  24.3236985  71.235481  16.191453
1600  38.3765035  40.02205875  99.6154935  28.80763375
1800  56.2373285  61.898225  134.647732  45.073048
